bout_id,event_name,date,location,attendance ,result,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,end_time
1,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Santiago Ponzinibbio,Neil Magny,Santiago Ponzinibbio,Welterweight,f,KO/TKO-Punch,4,2:36
2,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Ricardo Lamas,Darren Elkins,Ricardo Lamas,Featherweight,f,KO/TKO-Elbows,3,4:09
3,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Johnny Walker,Khalil Rountree Jr.,Johnny Walker,Light Heavyweight,f,KO/TKO-Elbow,1,1:57
4,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Ian Heinisch,Cezar Ferreira,Ian Heinisch,Middleweight,f,DEC-Unanimous,3,5:00
5,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Marlon Vera,Guido Cannetti,Marlon Vera,Bantamweight,f,SUB-Rear Naked Choke,2,1:31
6,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Cynthia Calvillo,Poliana Botelho,Cynthia Calvillo,Women's Strawweight,f,SUB-Rear Naked Choke,1,4:48
7,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Michel Prazeres,Bartosz Fabinski,Michel Prazeres,Welterweight,f,SUB-Guillotine Choke,1,1:02
8,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Alexandre Pantoja,Ulka Sasaki,Alexandre Pantoja,Flyweight,f,SUB-Rear Naked Choke,1,2:18
9,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Austin Arnett,Humberto Bandenay,Austin Arnett,Featherweight,f,DEC-Unanimous,3,5:00
10,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Laureano Staropoli,Hector Aldana,Laureano Staropoli,Welterweight,f,DEC-Unanimous,3,5:00
11,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Jesus Pinedo,Devin Powell,Jesus Pinedo,Lightweight,f,DEC-Unanimous,3,5:00
12,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",10245,win,Nad Narimani,Anderson Dos Santos,Nad Narimani,Featherweight,f,DEC-Unanimous,3,5:00
13,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Ryan Bader,Rogerio Nogueira,Ryan Bader,Light Heavyweight,f,KO/TKO-Punches,3,3:51
14,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Thomas Almeida,Albert Morales,Thomas Almeida,Bantamweight,f,KO/TKO-Punches,2,1:37
15,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Claudia Gadelha,Cortney Casey,Claudia Gadelha,Women's Strawweight,f,DEC-Unanimous,3,5:00
16,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Krzysztof Jotko,Thales Leites,Krzysztof Jotko,Middleweight,f,DEC-Unanimous,3,5:00
17,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Kamaru Usman,Warlley Alves,Kamaru Usman,Welterweight,f,DEC-Unanimous,3,5:00
18,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Sergio Moraes,Zak Ottow,Sergio Moraes,Welterweight,f,DEC-Split,3,5:00
19,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Cezar Ferreira,Jack Hermansson,Cezar Ferreira,Middleweight,f,SUB-Arm Triangle,2,2:11
20,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Gadzhimurad Antigulov,Marcos Rogerio de Lima,Gadzhimurad Antigulov,Light Heavyweight,f,SUB-Guillotine Choke,1,1:07
21,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Johnny Eduardo,Manvel Gamburyan,Johnny Eduardo,Bantamweight,f,KO/TKO-Punch,2,0:46
22,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Luis Henrique,Christian Colombo,Luis Henrique,Heavyweight,f,SUB-Guillotine Choke,3,2:12
23,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,win,Pedro Munhoz,Justin Scoggins,Pedro Munhoz,Bantamweight,f,SUB-Guillotine Choke,2,1:55
24,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",9028,nc,Francimar Barroso,Darren Stewart,,Light Heavyweight,f,Overturned,1,1:34
25,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Gegard Mousasi,Uriah Hall,Gegard Mousasi,Middleweight,f,KO/TKO-Punches,1,4:37
26,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Stevie Ray,Ross Pearson,Stevie Ray,Lightweight,f,DEC-Split,3,5:00
27,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Alexander Volkov,Tim Johnson,Alexander Volkov,Heavyweight,f,DEC-Split,3,5:00
28,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Artem Lobov,Teruto Ishihara,Artem Lobov,Featherweight,f,DEC-Unanimous,3,5:00
29,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Jack Marshman,Magnus Cedenblad,Jack Marshman,Middleweight,f,KO/TKO-Punch,2,3:40
30,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Kyoji Horiguchi,Ali Bagautinov,Kyoji Horiguchi,Flyweight,f,DEC-Unanimous,3,5:00
31,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Kevin Lee,Magomed Mustafaev,Kevin Lee,Lightweight,f,SUB-Rear Naked Choke,2,4:31
32,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Amanda Cooper,Anna Elmose,Amanda Cooper,Women's Strawweight,f,DEC-Unanimous,3,5:00
33,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Justin Ledet,Mark Godbeer,Justin Ledet,Heavyweight,f,SUB-Rear Naked Choke,1,2:16
34,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Zak Cummings,Alexander Yakovlev,Zak Cummings,Welterweight,f,SUB-Armbar,2,4:02
35,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Marion Reneau,Milana Dudieva,Marion Reneau,Women's Bantamweight,f,KO/TKO-Elbows,3,3:03
36,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Brett Johns,Kwan Ho Kwak,Brett Johns,Bantamweight,f,DEC-Unanimous,3,5:00
37,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",7222,win,Abdul Razak Alhassan,Charlie Ward,Abdul Razak Alhassan,Welterweight,f,KO/TKO-Punch,1,0:53
38,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,Justin Gaethje,Michael Johnson,Justin Gaethje,Lightweight,f,KO/TKO-Knees,2,4:48
698,UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",2956,win,Kenny Florian,Alex Karalexis,Kenny Florian,Welterweight,f,KO/TKO,2,2:52
39,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,Jesse Taylor,Dhiego Lima,Jesse Taylor,Welterweight,t,SUB-Rear Naked Choke,2,0:43
40,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,Drakkar Klose,Marc Diakiese,Drakkar Klose,Lightweight,f,DEC-Split,3,5:00
41,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,Jared Cannonier,Nick Roehrick,Jared Cannonier,Light Heavyweight,f,KO/TKO-Elbows,3,2:08
42,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,Brad Tavares,Elias Theodorou,Brad Tavares,Middleweight,f,DEC-Unanimous,3,5:00
43,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,Jordan Johnson,Marcel Fortuna,Jordan Johnson,Light Heavyweight,f,DEC-Unanimous,3,5:00
44,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,Angela Hill,Ashley Yoder,Angela Hill,Women's Strawweight,f,DEC-Unanimous,3,5:00
45,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,James Krause,Tom Gallicchio,James Krause,Welterweight,f,DEC-Unanimous,3,5:00
46,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,CB Dollaway,Ed Herman,CB Dollaway,Light Heavyweight,f,DEC-Unanimous,3,5:00
47,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,Tecia Torres,Juliana Lima,Tecia Torres,Women's Strawweight,f,SUB-Rear Naked Choke,2,0:53
48,The Ultimate Fighter 25 Finale,2017-07-07,"Las Vegas, Nevada, USA",6308,win,Gray Maynard,Teruto Ishihara,Gray Maynard,Featherweight,f,DEC-Unanimous,3,5:00
49,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Robert Whittaker,Yoel Romero,Robert Whittaker,Middleweight,t,DEC-Unanimous,5,5:00
50,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Alistair Overeem,Fabricio Werdum,Alistair Overeem,Heavyweight,f,DEC-Majority,3,5:00
51,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Curtis Blaydes,Daniel Omielanczuk,Curtis Blaydes,Heavyweight,f,DEC-Unanimous,3,5:00
52,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Anthony Pettis,Jim Miller,Anthony Pettis,Lightweight,f,DEC-Unanimous,3,5:00
53,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Rob Font,Douglas Silva de Andrade,Rob Font,Bantamweight,f,SUB-Guillotine Choke,2,4:36
54,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Aleksei Oleinik,Travis Browne,Aleksei Oleinik,Heavyweight,f,SUB-Rear Naked Choke,2,3:44
55,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Chad Laprise,Brian Camozzi,Chad Laprise,Welterweight,f,KO/TKO-Punch,3,1:27
56,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Thiago Santos,Gerald Meerschaert,Thiago Santos,Middleweight,f,KO/TKO-Punches,2,2:04
57,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Belal Muhammad,Jordan Mein,Belal Muhammad,Welterweight,f,DEC-Unanimous,3,5:00
58,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Cody Stamann,Terrion Ware,Cody Stamann,Featherweight,f,DEC-Unanimous,3,5:00
59,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",12834,win,Trevin Giles,James Bochnovic,Trevin Giles,Light Heavyweight,f,KO/TKO-Punch,2,2:54
60,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Santiago Ponzinibbio,Gunnar Nelson,Santiago Ponzinibbio,Welterweight,f,KO/TKO-Punches,1,1:22
61,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Cynthia Calvillo,Joanne Calderwood,Cynthia Calvillo,Women's Strawweight,f,DEC-Unanimous,3,5:00
62,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Paul Felder,Stevie Ray,Paul Felder,Lightweight,f,KO/TKO-Elbow,1,3:57
63,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Jack Marshman,Ryan Janes,Jack Marshman,Middleweight,f,DEC-Unanimous,3,5:00
64,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Khalil Rountree Jr.,Paul Craig,Khalil Rountree Jr.,Light Heavyweight,f,KO/TKO-Punch,1,4:56
65,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Justin Willis,James Mulheron,Justin Willis,Heavyweight,f,DEC-Unanimous,3,5:00
66,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Danny Roberts,Bobby Nash,Danny Roberts,Welterweight,f,KO/TKO-Punch,2,3:59
67,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Alexandre Pantoja,Neil Seery,Alexandre Pantoja,Flyweight,f,SUB-Rear Naked Choke,3,2:31
68,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Galore Bofando,Charlie Ward,Galore Bofando,Welterweight,f,KO/TKO-Slam,1,2:10
69,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Danny Henry,Daniel Teymur,Danny Henry,Lightweight,f,DEC-Unanimous,3,5:00
70,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Brett Johns,Albert Morales,Brett Johns,Bantamweight,f,DEC-Unanimous,3,5:00
71,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",,win,Leslie Smith,Amanda Lemos,Leslie Smith,Women's Bantamweight,f,KO/TKO-Elbows,2,2:53
72,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Chris Weidman,Kelvin Gastelum,Chris Weidman,Middleweight,f,SUB-Arm Triangle,3,3:45
73,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Darren Elkins,Dennis Bermudez,Darren Elkins,Featherweight,f,DEC-Split,3,5:00
74,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Patrick Cummins,Gian Villante,Patrick Cummins,Light Heavyweight,f,DEC-Split,3,5:00
75,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Jimmie Rivera,Thomas Almeida,Jimmie Rivera,Bantamweight,f,DEC-Unanimous,3,5:00
76,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Elizeu Zaleski dos Santos,Lyman Good,Elizeu Zaleski dos Santos,Welterweight,f,DEC-Split,3,5:00
77,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Eryk Anders,Rafael Natal,Eryk Anders,Middleweight,f,KO/TKO-Punch,1,2:54
78,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Alex Oliveira,Ryan LaFlare,Alex Oliveira,Welterweight,f,KO/TKO-Punch,2,1:50
79,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Chase Sherman,Damian Grabowski,Chase Sherman,Heavyweight,f,DEC-Unanimous,3,5:00
80,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Jeremy Kennedy,Kyle Bochniak,Jeremy Kennedy,Featherweight,f,DEC-Unanimous,3,5:00
81,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Marlon Vera,Brian Kelleher,Marlon Vera,Bantamweight,f,SUB-Armbar,1,2:18
82,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Junior Albini,Tim Johnson,Junior Albini,Heavyweight,f,KO/TKO-Punch,1,2:51
83,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Shane Burgos,Godofredo Pepey,Shane Burgos,Featherweight,f,DEC-Unanimous,3,5:00
84,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",11198,win,Chris Wade,Frankie Perez,Chris Wade,Lightweight,f,DEC-Unanimous,3,5:00
85,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,nc,Daniel Cormier,Jon Jones,,Light Heavyweight,t,Overturned-Kick,3,3:01
86,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Tyron Woodley,Demian Maia,Tyron Woodley,Welterweight,t,DEC-Unanimous,5,5:00
87,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Cris Cyborg,Tonya Evinger,Cris Cyborg,Women's Featherweight,t,KO/TKO-Knees,3,1:56
88,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Robbie Lawler,Donald Cerrone,Robbie Lawler,Welterweight,f,DEC-Unanimous,3,5:00
89,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Volkan Oezdemir,Jimi Manuwa,Volkan Oezdemir,Light Heavyweight,f,KO/TKO-Punches,1,0:42
90,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Ricardo Lamas,Jason Knight,Ricardo Lamas,Featherweight,f,KO/TKO-Punches,1,4:34
91,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Aljamain Sterling,Renan Barao,Aljamain Sterling,Catch Weight,f,DEC-Unanimous,3,5:00
92,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Brian Ortega,Renato Moicano,Brian Ortega,Featherweight,f,SUB-Guillotine Choke,3,2:59
93,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Calvin Kattar,Andre Fili,Calvin Kattar,Featherweight,f,DEC-Unanimous,3,5:00
94,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Alexandra Albu,Kailin Curran,Alexandra Albu,Women's Strawweight,f,DEC-Unanimous,3,5:00
95,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Jarred Brooks,Eric Shelton,Jarred Brooks,Flyweight,f,DEC-Split,3,5:00
96,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",16610,win,Drew Dober,Joshua Burkman,Drew Dober,Lightweight,f,KO/TKO-Punch,1,3:04
97,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Sergio Pettis,Brandon Moreno,Sergio Pettis,Flyweight,f,DEC-Unanimous,5,5:00
98,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Alexa Grasso,Randa Markos,Alexa Grasso,Women's Strawweight,f,DEC-Split,3,5:00
99,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Niko Price,Alan Jouban,Niko Price,Welterweight,f,KO/TKO-Punch,1,1:44
100,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Humberto Bandenay,Martin Bravo,Humberto Bandenay,Featherweight,f,KO/TKO-Kick,1,0:26
101,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Sam Alvey,Rashad Evans,Sam Alvey,Middleweight,f,DEC-Split,3,5:00
102,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Alejandro Perez,Andre Soukhamthath,Alejandro Perez,Bantamweight,f,DEC-Split,3,5:00
103,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Jack Hermansson,Bradley Scott,Jack Hermansson,Middleweight,f,KO/TKO-Punch,1,3:50
104,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Dustin Ortiz,Hector Sandoval,Dustin Ortiz,Flyweight,f,KO/TKO-Punch,1,0:15
105,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Rani Yahya,Henry Briones,Rani Yahya,Bantamweight,f,SUB-Kimura,1,2:01
106,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Jose Quinonez,Diego Rivas,Jose Quinonez,Bantamweight,f,DEC-Unanimous,3,5:00
107,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Joseph Morales,Roberto Sanchez,Joseph Morales,Flyweight,f,SUB-Rear Naked Choke,1,3:56
108,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",10172,win,Jordan Rinaldi,Alvaro Herrera,Jordan Rinaldi,Lightweight,f,SUB-Other - Choke,1,2:01
109,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Alexander Volkov,Stefan Struve,Alexander Volkov,Heavyweight,f,KO/TKO-Punch,3,3:30
110,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Siyar Bahadurzada,Rob Wilkinson,Siyar Bahadurzada,Middleweight,f,KO/TKO-Punch,2,3:10
111,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Marion Reneau,Talita Bernardo,Marion Reneau,Women's Bantamweight,f,KO/TKO-Punches,3,4:54
112,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Leon Edwards,Bryan Barberena,Leon Edwards,Welterweight,f,DEC-Unanimous,3,5:00
113,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Darren Till,Bojan Velickovic,Darren Till,Welterweight,f,DEC-Unanimous,3,5:00
114,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Mairbek Taisumov,Felipe Silva,Mairbek Taisumov,Lightweight,f,KO/TKO-Punch,1,1:24
115,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Michel Prazeres,Mads Burnell,Michel Prazeres,Lightweight,f,SUB-North-South Choke,3,1:26
116,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Rustam Khabilov,Desmond Green,Rustam Khabilov,Lightweight,f,DEC-Unanimous,3,5:00
117,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Aleksandar Rakic,Francimar Barroso,Aleksandar Rakic,Light Heavyweight,f,DEC-Unanimous,3,5:00
118,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Zabit Magomedsharipov,Mike Santiago,Zabit Magomedsharipov,Featherweight,f,SUB-Rear Naked Choke,2,4:22
119,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Abdul-Kerim Edilov,Bojan Mihajlovic,Abdul-Kerim Edilov,Light Heavyweight,f,KO/TKO-Punches,2,2:32
120,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",10421,win,Thibault Gouti,Andrew Holbrook,Thibault Gouti,Lightweight,f,KO/TKO-Punches,1,4:28
121,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Amanda Nunes,Valentina Shevchenko,Amanda Nunes,Women's Bantamweight,t,DEC-Split,5,5:00
122,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Rafael Dos Anjos,Neil Magny,Rafael Dos Anjos,Welterweight,f,SUB-Arm Triangle,1,3:43
123,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Henry Cejudo,Wilson Reis,Henry Cejudo,Flyweight,f,KO/TKO-Punch,2,0:25
124,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Ilir Latifi,Tyson Pedro,Ilir Latifi,Light Heavyweight,f,DEC-Unanimous,3,5:00
125,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Jeremy Stephens,Gilbert Melendez,Jeremy Stephens,Featherweight,f,DEC-Unanimous,3,5:00
126,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Ketlen Vieira,Sara McMann,Ketlen Vieira,Women's Bantamweight,f,SUB-Arm Triangle,2,4:16
127,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Sarah Moras,Ashlee Evans-Smith,Sarah Moras,Women's Bantamweight,f,SUB-Armbar,1,2:51
128,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Rick Glenn,Gavin Tucker,Rick Glenn,Featherweight,f,DEC-Unanimous,3,5:00
129,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Alex White,Mitch Clarke,Alex White,Lightweight,f,KO/TKO-Punch,2,4:36
130,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Arjan Bhullar,Luis Henrique,Arjan Bhullar,Heavyweight,f,DEC-Unanimous,3,5:00
131,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",16232,win,Kajan Johnson,Adriano Martins,Kajan Johnson,Lightweight,f,KO/TKO-Punch,3,0:49
