bout_id,event_name,date,location,attendance ,result,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,end_time
4310,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",17110,win,Magomed Bibulatov,Jenel Lausa,Magomed Bibulatov,Flyweight,f,DEC-Unanimous,3,5:00
4311,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Demetrious Johnson,Wilson Reis,Demetrious Johnson,Flyweight,t,SUB-Armbar,3,4:49
4312,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Rose Namajunas,Michelle Waterson,Rose Namajunas,Women's Strawweight,f,SUB-Rear Naked Choke,2,2:47
4313,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Robert Whittaker,Jacare Souza,Robert Whittaker,Middleweight,f,KO/TKO-Kick,2,3:28
4314,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Renato Moicano,Jeremy Stephens,Renato Moicano,Featherweight,f,DEC-Split,3,5:00
4315,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Alexander Volkov,Roy Nelson,Alexander Volkov,Heavyweight,f,DEC-Unanimous,3,5:00
4316,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Tom Duquesnoy,Patrick Williams,Tom Duquesnoy,Bantamweight,f,KO/TKO-Elbows,2,0:28
4317,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Rashid Magomedov,Bobby Green,Rashid Magomedov,Lightweight,f,DEC-Split,3,5:00
4318,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Tim Elliott,Louis Smolka,Tim Elliott,Flyweight,f,DEC-Unanimous,3,5:00
4319,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Aljamain Sterling,Augusto Mendes,Aljamain Sterling,Bantamweight,f,DEC-Unanimous,3,5:00
4320,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Devin Clark,Jake Collier,Devin Clark,Light Heavyweight,f,DEC-Unanimous,3,5:00
4321,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Anthony Smith,Andrew Sanchez,Anthony Smith,Middleweight,f,KO/TKO-Kick,3,3:52
4322,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Zak Cummings,Nathan Coy,Zak Cummings,Welterweight,f,SUB-Guillotine Choke,1,4:21
4323,UFC Fight Night: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",12171,win,Ketlen Vieira,Ashlee Evans-Smith,Ketlen Vieira,Women's Bantamweight,f,DEC-Unanimous,3,5:00
4324,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Cub Swanson,Artem Lobov,Cub Swanson,Featherweight,f,DEC-Unanimous,5,5:00
4325,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Al Iaquinta,Diego Sanchez,Al Iaquinta,Lightweight,f,KO/TKO-Punch,1,1:38
4326,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Ovince Saint Preux,Marcos Rogerio de Lima,Ovince Saint Preux,Light Heavyweight,f,SUB-Other - Choke,2,2:11
4327,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,John Dodson,Eddie Wineland,John Dodson,Bantamweight,f,DEC-Unanimous,3,5:00
4328,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Stevie Ray,Joe Lauzon,Stevie Ray,Lightweight,f,DEC-Majority,3,5:00
4329,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Mike Perry,Jake Ellenberger,Mike Perry,Welterweight,f,KO/TKO-Elbow,2,1:05
4330,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Thales Leites,Sam Alvey,Thales Leites,Middleweight,f,DEC-Unanimous,3,5:00
4331,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Brandon Moreno,Dustin Ortiz,Brandon Moreno,Flyweight,f,SUB-Rear Naked Choke,2,4:06
4332,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Scott Holtzman,Michael McBride,Scott Holtzman,Lightweight,f,DEC-Unanimous,3,5:00
4333,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Danielle Taylor,Jessica Penne,Danielle Taylor,Women's Strawweight,f,DEC-Unanimous,3,5:00
4334,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Alexis Davis,Cindy Dandois,Alexis Davis,Women's Bantamweight,f,DEC-Unanimous,3,5:00
4335,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Bryan Barberena,Joe Proctor,Bryan Barberena,Welterweight,f,KO/TKO-Punch,1,3:30
4336,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",10144,win,Hector Sandoval,Matt Schnell,Hector Sandoval,Flyweight,f,KO/TKO-Punch,1,4:24
4337,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,Stipe Miocic,Junior Dos Santos,Stipe Miocic,Heavyweight,t,KO/TKO-Punch,1,2:22
4338,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,Joanna Jedrzejczyk,Jessica Andrade,Joanna Jedrzejczyk,Women's Strawweight,t,DEC-Unanimous,5,5:00
4339,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,Demian Maia,Jorge Masvidal,Demian Maia,Welterweight,f,DEC-Split,3,5:00
4340,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,Frankie Edgar,Yair Rodriguez,Frankie Edgar,Featherweight,f,KO/TKO,2,5:00
4341,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,David Branch,Krzysztof Jotko,David Branch,Middleweight,f,DEC-Split,3,5:00
4342,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,nc,Eddie Alvarez,Dustin Poirier,,Lightweight,f,CNC,2,4:02
4343,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,Jason Knight,Chas Skelly,Jason Knight,Featherweight,f,KO/TKO-Punch,3,0:39
4344,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,Chase Sherman,Rashad Coulter,Chase Sherman,Heavyweight,f,KO/TKO-Elbow,2,3:36
4345,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,James Vick,Polo Reyes,James Vick,Lightweight,f,KO/TKO-Punch,1,2:39
4346,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,Cortney Casey,Jessica Aguilar,Cortney Casey,Women's Strawweight,f,DEC-Unanimous,3,5:00
4347,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,Enrique Barzola,Gabriel Benitez,Enrique Barzola,Featherweight,f,DEC-Unanimous,3,5:00
4348,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",17834,win,Gadzhimurad Antigulov,Joachim Christensen,Gadzhimurad Antigulov,Light Heavyweight,f,SUB-Rear Naked Choke,1,2:21
4349,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Alexander Gustafsson,Glover Teixeira,Alexander Gustafsson,Light Heavyweight,f,KO/TKO-Punches,5,1:07
4350,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Volkan Oezdemir,Misha Cirkunov,Volkan Oezdemir,Light Heavyweight,f,KO/TKO-Punch,1,0:28
4351,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Peter Sobotta,Ben Saunders,Peter Sobotta,Welterweight,f,KO/TKO-Knee,2,2:29
4352,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Omari Akhmedov,Abdul Razak Alhassan,Omari Akhmedov,Welterweight,f,DEC-Split,3,5:00
4353,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Nordine Taleb,Oliver Enkamp,Nordine Taleb,Welterweight,f,DEC-Unanimous,3,5:00
4354,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Jack Hermansson,Alex Nicholson,Jack Hermansson,Middleweight,f,KO/TKO-Punches,1,2:00
4355,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Pedro Munhoz,Damian Stasiak,Pedro Munhoz,Bantamweight,f,DEC-Unanimous,3,5:00
4356,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Trevor Smith,Chris Camozzi,Trevor Smith,Middleweight,f,DEC-Unanimous,3,5:00
4357,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Joaquim Silva,Reza Madadi,Joaquim Silva,Lightweight,f,DEC-Split,3,5:00
4358,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Bojan Velickovic,Nico Musoke,Bojan Velickovic,Welterweight,f,KO/TKO-Punch,3,4:37
4359,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Darren Till,Jessin Ayari,Darren Till,Welterweight,f,DEC-Unanimous,3,5:00
4360,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",12668,win,Damir Hadzovic,Marcin Held,Damir Hadzovic,Lightweight,f,KO/TKO-Knee,3,0:07
4361,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Max Holloway,Jose Aldo,Max Holloway,Featherweight,t,KO/TKO-Punches,3,4:13
4362,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Claudia Gadelha,Karolina Kowalkiewicz,Claudia Gadelha,Women's Strawweight,f,SUB-Rear Naked Choke,1,3:03
4363,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Vitor Belfort,Nate Marquardt,Vitor Belfort,Middleweight,f,DEC-Unanimous,3,5:00
4364,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Paulo Costa,Oluwale Bamgbose,Paulo Costa,Middleweight,f,KO/TKO-Punches,2,1:06
4365,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Yancy Medeiros,Erick Silva,Yancy Medeiros,Welterweight,f,KO/TKO-Punch,2,2:01
4366,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Raphael Assuncao,Marlon Moraes,Raphael Assuncao,Bantamweight,f,DEC-Split,3,5:00
4367,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Antonio Carlos Junior,Eric Spicely,Antonio Carlos Junior,Middleweight,f,SUB-Rear Naked Choke,2,3:49
4368,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Matthew Lopez,Johnny Eduardo,Matthew Lopez,Bantamweight,f,KO/TKO-Punches,1,2:57
4369,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Brian Kelleher,Iuri Alcantara,Brian Kelleher,Bantamweight,f,SUB-Guillotine Choke,1,1:48
4370,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Viviane Pereira,Jamie Moyle,Viviane Pereira,Women's Strawweight,f,DEC-Unanimous,3,5:00
4371,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Luan Chagas,Jimmy Wallhead,Luan Chagas,Welterweight,f,SUB-Rear Naked Choke,2,4:48
4372,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",15412,win,Deiveson Figueiredo,Marco Beltran,Deiveson Figueiredo,Flyweight,f,KO/TKO,2,5:00
4373,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,Mark Hunt,Derrick Lewis,Mark Hunt,Heavyweight,f,KO/TKO-Punches,4,3:51
4374,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,Derek Brunson,Daniel Kelly,Derek Brunson,Middleweight,f,KO/TKO-Punch,1,1:16
4375,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,Dan Hooker,Ross Pearson,Dan Hooker,Lightweight,f,KO/TKO-Knee,2,3:02
4376,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,Ion Cutelaba,Henrique da Silva,Ion Cutelaba,Light Heavyweight,f,KO/TKO-Punch,1,0:22
4377,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,Ben Nguyen,Tim Elliott,Ben Nguyen,Flyweight,f,SUB-Rear Naked Choke,1,0:49
4378,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,Alexander Volkanovski,Mizuto Hirota,Alexander Volkanovski,Featherweight,f,DEC-Unanimous,3,5:00
4379,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,Vinc Pichel,Damien Brown,Vinc Pichel,Lightweight,f,KO/TKO-Punch,1,3:37
4380,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,Luke Jumeau,Dominique Steele,Luke Jumeau,Welterweight,f,DEC-Unanimous,3,5:00
4381,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,John Moraga,Ashkan Mokhtarian,John Moraga,Flyweight,f,DEC-Unanimous,3,5:00
4382,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,Zak Ottow,Kiichi Kunimoto,Zak Ottow,Welterweight,f,DEC-Split,3,5:00
4383,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",8649,win,JJ Aldrich,Chanmi Jeon,JJ Aldrich,Women's Strawweight,f,DEC-Unanimous,3,5:00
4384,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Holly Holm,Bethe Correia,Holly Holm,Women's Bantamweight,f,KO/TKO-Kick,3,1:09
4385,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Marcin Tybura,Andrei Arlovski,Marcin Tybura,Heavyweight,f,DEC-Unanimous,3,5:00
4386,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Colby Covington,Dong Hyun Kim,Colby Covington,Welterweight,f,DEC-Unanimous,3,5:00
4387,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Rafael Dos Anjos,Tarec Saffiedine,Rafael Dos Anjos,Welterweight,f,DEC-Unanimous,3,5:00
4388,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Jon Tuck,Takanori Gomi,Jon Tuck,Lightweight,f,SUB-Rear Naked Choke,1,1:12
4389,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Walt Harris,Cyril Asker,Walt Harris,Heavyweight,f,KO/TKO-Elbows,1,1:44
4390,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Alex Caceres,Rolando Dy,Alex Caceres,Featherweight,f,KO/TKO,2,5:00
4391,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Ulka Sasaki,Justin Scoggins,Ulka Sasaki,Flyweight,f,SUB-Rear Naked Choke,2,3:19
4392,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Li Jingliang,Frank Camacho,Li Jingliang,Welterweight,f,DEC-Unanimous,3,5:00
4393,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Russell Doane,Kwan Ho Kwak,Russell Doane,Bantamweight,f,KO/TKO-Punches,1,4:09
4394,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Naoki Inoue,Carls John De Tomas,Naoki Inoue,Flyweight,f,DEC-Unanimous,3,5:00
4395,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",8411,win,Lucie Pudilova,Ji Yeon Kim,Lucie Pudilova,Women's Bantamweight,f,DEC-Unanimous,3,5:00
4396,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Kevin Lee,Michael Chiesa,Kevin Lee,Lightweight,f,SUB-Rear Naked Choke,1,4:37
4397,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Tim Boetsch,Johny Hendricks,Tim Boetsch,Middleweight,f,KO/TKO-Punches,2,0:46
4398,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Felice Herrig,Justine Kish,Felice Herrig,Women's Strawweight,f,DEC-Unanimous,3,5:00
4399,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Dominick Reyes,Joachim Christensen,Dominick Reyes,Light Heavyweight,f,KO/TKO-Punches,1,0:29
4400,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Tim Means,Alex Garcia,Tim Means,Welterweight,f,DEC-Unanimous,3,5:00
4401,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Dennis Siver,BJ Penn,Dennis Siver,Featherweight,f,DEC-Majority,3,5:00
4402,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Clay Guida,Erik Koch,Clay Guida,Lightweight,f,DEC-Unanimous,3,5:00
4403,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Marvin Vettori,Vitor Miranda,Marvin Vettori,Middleweight,f,DEC-Unanimous,3,5:00
4404,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Carla Esparza,Maryna Moroz,Carla Esparza,Women's Strawweight,f,DEC-Unanimous,3,5:00
4405,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Darrell Horcher,Devin Powell,Darrell Horcher,Lightweight,f,DEC-Split,3,5:00
4406,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Jared Gordon,Michel Quinones,Jared Gordon,Featherweight,f,KO/TKO-Punches,2,4:24
4407,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Anthony Rocco Martin,Johnny Case,Anthony Rocco Martin,Lightweight,f,DEC-Unanimous,3,5:00
4408,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",7605,win,Jeremy Kimball,Josh Stansbury,Jeremy Kimball,Light Heavyweight,f,KO/TKO-Punches,1,1:21
4409,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Fabricio Werdum,Marcin Tybura,Fabricio Werdum,Heavyweight,f,DEC-Unanimous,5,5:00
4410,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Jessica-Rose Clark,Bec Rawlings,Jessica-Rose Clark,Women's Flyweight,f,DEC-Split,3,5:00
4411,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Belal Muhammad,Tim Means,Belal Muhammad,Welterweight,f,DEC-Split,3,5:00
4412,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Jake Matthews,Bojan Velickovic,Jake Matthews,Welterweight,f,DEC-Split,3,5:00
4413,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Elias Theodorou,Daniel Kelly,Elias Theodorou,Middleweight,f,DEC-Unanimous,3,5:00
4414,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Alexander Volkanovski,Shane Young,Alexander Volkanovski,Catch Weight,f,DEC-Unanimous,3,5:00
4415,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Ryan Benoit,Ashkan Mokhtarian,Ryan Benoit,Flyweight,f,KO/TKO-Kick,3,2:38
4416,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Nik Lentz,Will Brooks,Nik Lentz,Lightweight,f,SUB-Guillotine Choke,2,2:05
4417,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Tai Tuivasa,Rashad Coulter,Tai Tuivasa,Heavyweight,f,KO/TKO-Flying Knee,1,4:35
4418,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Frank Camacho,Damien Brown,Frank Camacho,Lightweight,f,DEC-Split,3,5:00
4419,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Nadia Kassem,Alex Chambers,Nadia Kassem,Women's Strawweight,f,DEC-Unanimous,3,5:00
4420,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Eric Shelton,Jenel Lausa,Eric Shelton,Flyweight,f,DEC-Unanimous,3,5:00
4421,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",10021,win,Adam Wieczorek,Anthony Hamilton,Adam Wieczorek,Heavyweight,f,DEC-Unanimous,3,5:00
4422,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Kelvin Gastelum,Michael Bisping,Kelvin Gastelum,Middleweight,f,KO/TKO-Punch,1,2:30
4423,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Li Jingliang,Zak Ottow,Li Jingliang,Welterweight,f,KO/TKO-Punches,1,2:57
4424,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Wang Guan,Alex Caceres,Wang Guan,Featherweight,f,DEC-Split,3,5:00
4425,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Alex Garcia,Muslim Salikhov,Alex Garcia,Welterweight,f,SUB-Rear Naked Choke,2,3:22
4426,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Zabit Magomedsharipov,Sheymon Moraes,Zabit Magomedsharipov,Featherweight,f,SUB-Anaconda Choke,3,4:30
4427,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Song Kenan,Bobby Nash,Song Kenan,Welterweight,f,KO/TKO-Punches,1,0:15
4428,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Yan Xiaonan,Kailin Curran,Yan Xiaonan,Women's Strawweight,f,DEC-Unanimous,3,5:00
4429,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Song Yadong,Bharat Kandare,Song Yadong,Featherweight,f,SUB-Guillotine Choke,1,4:16
4430,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Shamil Abdurakhimov,Chase Sherman,Shamil Abdurakhimov,Heavyweight,f,KO/TKO-Punches,1,1:24
4431,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Gina Mazany,Wu Yanan,Gina Mazany,Women's Bantamweight,f,DEC-Unanimous,3,5:00
4432,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Rolando Dy,Wuliji Buren,Rolando Dy,Featherweight,f,DEC-Unanimous,3,5:00
4433,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",15128,win,Cyril Asker,Hu Yaozong,Cyril Asker,Heavyweight,f,SUB-Rear Naked Choke,2,2:33
4434,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Nicco Montano,Roxanne Modafferi,Nicco Montano,Women's Flyweight,t,DEC-Unanimous,5,5:00
4435,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Sean O'Malley,Terrion Ware,Sean O'Malley,Bantamweight,f,DEC-Unanimous,3,5:00
4436,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Lauren Murphy,Barb Honchak,Lauren Murphy,Women's Flyweight,f,DEC-Split,3,5:00
4437,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Gerald Meerschaert,Eric Spicely,Gerald Meerschaert,Middleweight,f,KO/TKO-Kick,2,2:18
4438,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,draw,DeAnna Bennett,Melinda Fabian,,Women's Flyweight,f,DEC-Majority,3,5:00
4439,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Brett Johns,Joe Soto,Brett Johns,Bantamweight,f,SUB-Other - Lock,1,0:30
4440,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Montana De La Rosa,Christina Marks,Montana De La Rosa,Women's Flyweight,f,SUB-Armbar,1,2:00
4441,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Ryan Janes,Andrew Sanchez,Ryan Janes,Middleweight,f,KO/TKO-Punch,3,0:58
4442,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Rachael Ostovich,Karine Gevorgyan,Rachael Ostovich,Women's Flyweight,f,SUB-Armbar,1,1:40
4443,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Shana Dobson,Ariel Beck,Shana Dobson,Women's Flyweight,f,KO/TKO-Punch,2,2:53
4444,The Ultimate Fighter 26 Finale,2017-12-01,"Las Vegas, Nevada, USA",,win,Gillian Robertson,Emily Whitmire,Gillian Robertson,Women's Flyweight,f,SUB-Armbar,1,2:12
4445,UFC 218: Holloway vs. Aldo 2,2017-12-02,"Detroit, Michigan, USA",17587,win,Max Holloway,Jose Aldo,Max Holloway,Featherweight,t,KO/TKO-Punches,3,4:51
